Year_of_Death,County_of_Residence,Age,Marital_Status,Total_Deaths_marital,age_cat,marital_cat,Description
2014,Sacramento,45 - 49 years,Married (including SRDP),112,11,2,urban
2014,Sacramento,45 - 49 years,Divorced,77,11,1,urban
2014,Sacramento,45 - 49 years,Unknown,6,11,4,urban
2014,Sacramento,50 - 54 years,Divorced,150,12,1,urban
2014,Sacramento,50 - 54 years,Married (including SRDP),195,12,2,urban
2014,Sacramento,50 - 54 years,Never Married,123,12,3,urban
2014,Sacramento,50 - 54 years,Unknown,6,12,4,urban
2014,Sacramento,50 - 54 years,Widowed,12,12,5,urban
2014,Sacramento,55 - 59 years,Unknown,6,13,4,urban
2014,Sacramento,55 - 59 years,Widowed,49,13,5,urban
2014,Sacramento,55 - 59 years,Divorced,222,13,1,urban
2014,Sacramento,55 - 59 years,Never Married,154,13,3,urban
2014,Sacramento,55 - 59 years,Married (including SRDP),278,13,2,urban
2014,Sacramento,60 - 64 years,Married (including SRDP),363,14,2,urban
2014,Sacramento,60 - 64 years,Never Married,136,14,3,urban
2014,Sacramento,60 - 64 years,Divorced,260,14,1,urban
2014,Sacramento,60 - 64 years,Widowed,72,14,5,urban
2014,Sacramento,60 - 64 years,Unknown,6,14,4,urban
2014,Sacramento,65 - 69 years,Never Married,101,15,3,urban
2014,Sacramento,65 - 69 years,Widowed,116,15,5,urban
2014,Sacramento,65 - 69 years,Unknown,11,15,4,urban
2014,Sacramento,65 - 69 years,Married (including SRDP),434,15,2,urban
2014,Sacramento,65 - 69 years,Divorced,237,15,1,urban
2014,Sacramento,70 - 74 years,Never Married,57,16,3,urban
2014,Sacramento,70 - 74 years,Married (including SRDP),428,16,2,urban
2014,Sacramento,70 - 74 years,Widowed,179,16,5,urban
2014,Sacramento,70 - 74 years,Divorced,250,16,1,urban
2014,Sacramento,70 - 74 years,Unknown,6,16,4,urban
2014,Sacramento,75 - 79 years,Unknown,6,17,4,urban
2014,Sacramento,75 - 79 years,Married (including SRDP),476,17,2,urban
2014,Sacramento,75 - 79 years,Never Married,49,17,3,urban
2014,Sacramento,75 - 79 years,Divorced,223,17,1,urban
2014,Sacramento,75 - 79 years,Widowed,349,17,5,urban
2014,Sacramento,80 - 84 years,Widowed,573,18,5,urban
2014,Sacramento,80 - 84 years,Never Married,50,18,3,urban
2014,Sacramento,80 - 84 years,Married (including SRDP),587,18,2,urban
2014,Sacramento,80 - 84 years,Unknown,6,18,4,urban
2014,Sacramento,80 - 84 years,Divorced,199,18,1,urban
2014,Sacramento,85 - 89 years,Married (including SRDP),460,19,2,urban
2014,Sacramento,85 - 89 years,Never Married,31,19,3,urban
2014,Sacramento,85 - 89 years,Divorced,144,19,1,urban
2014,Sacramento,85 - 89 years,Widowed,870,19,5,urban
2014,Sacramento,85 - 89 years,Unknown,6,19,4,urban
2014,Sacramento,90 - 94 years,Never Married,31,20,3,urban
2014,Sacramento,90 - 94 years,Married (including SRDP),301,20,2,urban
2014,Sacramento,90 - 94 years,Widowed,926,20,5,urban
2014,Sacramento,90 - 94 years,Divorced,90,20,1,urban
2014,Sacramento,90 - 94 years,Unknown,6,20,4,urban
2014,Sacramento,95 - 99 years,Never Married,6,21,3,urban
2014,Sacramento,95 - 99 years,Unknown,0,21,4,urban
2014,Sacramento,95 - 99 years,Married (including SRDP),70,21,2,urban
2014,Sacramento,95 - 99 years,Divorced,28,21,1,urban
2014,Sacramento,95 - 99 years,Widowed,405,21,5,urban
2014,Sacramento,100 years and over,Divorced,6,22,1,urban
2014,Sacramento,100 years and over,Unknown,0,22,4,urban
2014,Sacramento,100 years and over,Never Married,6,22,3,urban
2014,Sacramento,100 years and over,Married (including SRDP),6,22,2,urban
2014,Sacramento,100 years and over,Widowed,93,22,5,urban
2014,San Benito,Less than 1 year,Married (including SRDP),0,1,2,rural
2014,San Benito,Less than 1 year,Widowed,0,1,5,rural
2014,San Benito,Less than 1 year,Never Married,6,1,3,rural
2014,San Benito,Less than 1 year,Unknown,0,1,4,rural
2014,San Benito,Less than 1 year,Divorced,0,1,1,rural
2014,San Benito,1 - 4 years,Married (including SRDP),0,2,2,rural
2014,San Benito,1 - 4 years,Widowed,0,2,5,rural
2014,San Benito,1 - 4 years,Unknown,0,2,4,rural
2014,San Benito,1 - 4 years,Divorced,0,2,1,rural
2014,San Benito,1 - 4 years,Never Married,0,2,3,rural
2014,San Benito,5 - 9 years,Unknown,0,3,4,rural
2014,San Benito,5 - 9 years,Divorced,0,3,1,rural
2014,San Benito,5 - 9 years,Married (including SRDP),0,3,2,rural
2014,San Benito,5 - 9 years,Widowed,0,3,5,rural
2014,San Benito,5 - 9 years,Never Married,0,3,3,rural
2014,San Benito,10 - 14 years,Divorced,0,4,1,rural
2014,San Benito,10 - 14 years,Married (including SRDP),0,4,2,rural
2014,San Benito,10 - 14 years,Widowed,0,4,5,rural
2014,San Benito,10 - 14 years,Never Married,0,4,3,rural
2014,San Benito,10 - 14 years,Unknown,0,4,4,rural
2014,San Benito,15 - 19 years,Unknown,0,5,4,rural
2014,San Benito,15 - 19 years,Married (including SRDP),0,5,2,rural
2014,San Benito,15 - 19 years,Widowed,0,5,5,rural
2014,San Benito,15 - 19 years,Divorced,0,5,1,rural
2014,San Benito,15 - 19 years,Never Married,6,5,3,rural
2014,San Benito,20 - 24 years,Unknown,0,6,4,rural
2014,San Benito,20 - 24 years,Never Married,6,6,3,rural
2014,San Benito,20 - 24 years,Widowed,0,6,5,rural
2014,San Benito,20 - 24 years,Married (including SRDP),0,6,2,rural
2014,San Benito,20 - 24 years,Divorced,0,6,1,rural
2014,San Benito,25 - 29 years,Unknown,0,7,4,rural
2014,San Benito,25 - 29 years,Never Married,6,7,3,rural
2014,San Benito,25 - 29 years,Divorced,0,7,1,rural
2014,San Benito,25 - 29 years,Widowed,0,7,5,rural
2014,San Benito,25 - 29 years,Married (including SRDP),6,7,2,rural
2014,San Benito,30 - 34 years,Widowed,0,8,5,rural
2014,San Benito,30 - 34 years,Married (including SRDP),6,8,2,rural
2014,San Benito,30 - 34 years,Divorced,0,8,1,rural
2014,San Benito,30 - 34 years,Unknown,0,8,4,rural
2014,San Benito,30 - 34 years,Never Married,6,8,3,rural
2014,San Benito,35 - 39 years,Divorced,0,9,1,rural
2014,San Benito,35 - 39 years,Widowed,0,9,5,rural
2014,San Benito,35 - 39 years,Unknown,0,9,4,rural
2014,San Benito,35 - 39 years,Married (including SRDP),0,9,2,rural
2014,San Benito,35 - 39 years,Never Married,6,9,3,rural
2014,San Benito,40 - 44 years,Never Married,0,10,3,rural
2014,San Benito,40 - 44 years,Unknown,0,10,4,rural
2014,San Benito,40 - 44 years,Married (including SRDP),6,10,2,rural
2014,San Benito,40 - 44 years,Divorced,6,10,1,rural
2014,San Benito,40 - 44 years,Widowed,0,10,5,rural
2014,San Benito,45 - 49 years,Divorced,6,11,1,rural
2014,San Benito,45 - 49 years,Unknown,0,11,4,rural
2014,San Benito,45 - 49 years,Never Married,0,11,3,rural
2014,San Benito,45 - 49 years,Widowed,0,11,5,rural
2014,San Benito,45 - 49 years,Married (including SRDP),6,11,2,rural
2014,San Benito,50 - 54 years,Widowed,0,12,5,rural
2014,San Benito,50 - 54 years,Divorced,6,12,1,rural
2014,San Benito,50 - 54 years,Never Married,6,12,3,rural
2014,San Benito,50 - 54 years,Unknown,0,12,4,rural
2014,San Benito,50 - 54 years,Married (including SRDP),6,12,2,rural
2014,San Benito,55 - 59 years,Married (including SRDP),15,13,2,rural
2014,San Benito,55 - 59 years,Widowed,6,13,5,rural
2014,San Benito,55 - 59 years,Divorced,6,13,1,rural
2014,San Benito,55 - 59 years,Unknown,0,13,4,rural
2014,San Benito,55 - 59 years,Never Married,6,13,3,rural
2014,San Benito,60 - 64 years,Never Married,6,14,3,rural
2014,San Benito,60 - 64 years,Married (including SRDP),6,14,2,rural
2014,San Benito,60 - 64 years,Divorced,6,14,1,rural
2014,San Benito,60 - 64 years,Unknown,0,14,4,rural
2014,San Benito,60 - 64 years,Widowed,6,14,5,rural
2014,San Benito,65 - 69 years,Divorced,6,15,1,rural
2014,San Benito,65 - 69 years,Married (including SRDP),17,15,2,rural
2014,San Benito,65 - 69 years,Never Married,6,15,3,rural
2014,San Benito,65 - 69 years,Unknown,0,15,4,rural
2014,San Benito,65 - 69 years,Widowed,6,15,5,rural
2014,San Benito,70 - 74 years,Divorced,6,16,1,rural
2014,San Benito,70 - 74 years,Widowed,6,16,5,rural
2014,San Benito,70 - 74 years,Unknown,0,16,4,rural
2014,San Benito,70 - 74 years,Married (including SRDP),12,16,2,rural
2014,San Benito,70 - 74 years,Never Married,6,16,3,rural
2014,San Benito,75 - 79 years,Widowed,6,17,5,rural
2014,San Benito,75 - 79 years,Never Married,6,17,3,rural
2014,San Benito,75 - 79 years,Divorced,6,17,1,rural
2014,San Benito,75 - 79 years,Married (including SRDP),6,17,2,rural
2014,San Benito,75 - 79 years,Unknown,0,17,4,rural
2014,San Benito,80 - 84 years,Married (including SRDP),16,18,2,rural
2014,San Benito,80 - 84 years,Widowed,14,18,5,rural
2014,San Benito,80 - 84 years,Unknown,0,18,4,rural
2014,San Benito,80 - 84 years,Divorced,6,18,1,rural
2014,San Benito,80 - 84 years,Never Married,6,18,3,rural
2014,San Benito,85 - 89 years,Widowed,25,19,5,rural
2014,San Benito,85 - 89 years,Never Married,6,19,3,rural
2014,San Benito,85 - 89 years,Unknown,0,19,4,rural
2014,San Benito,85 - 89 years,Married (including SRDP),19,19,2,rural
2014,San Benito,85 - 89 years,Divorced,6,19,1,rural
2014,San Benito,90 - 94 years,Never Married,0,20,3,rural
2014,San Benito,90 - 94 years,Widowed,25,20,5,rural
2014,San Benito,90 - 94 years,Unknown,0,20,4,rural
2014,San Benito,90 - 94 years,Married (including SRDP),12,20,2,rural
2014,San Benito,90 - 94 years,Divorced,6,20,1,rural
2014,San Benito,95 - 99 years,Divorced,6,21,1,rural
2014,San Benito,95 - 99 years,Never Married,0,21,3,rural
2014,San Benito,95 - 99 years,Married (including SRDP),6,21,2,rural
2014,San Benito,95 - 99 years,Unknown,0,21,4,rural
2014,San Benito,95 - 99 years,Widowed,6,21,5,rural
2014,San Benito,100 years and over,Divorced,0,22,1,rural
2014,San Benito,100 years and over,Widowed,6,22,5,rural
2014,San Benito,100 years and over,Married (including SRDP),0,22,2,rural
2014,San Benito,100 years and over,Never Married,0,22,3,rural
2014,San Benito,100 years and over,Unknown,0,22,4,rural
2014,San Bernardino,Less than 1 year,Unknown,0,1,4,urban
2014,San Bernardino,Less than 1 year,Widowed,0,1,5,urban
2014,San Bernardino,Less than 1 year,Divorced,0,1,1,urban
2014,San Bernardino,Less than 1 year,Never Married,185,1,3,urban
2014,San Bernardino,Less than 1 year,Married (including SRDP),0,1,2,urban
2014,San Bernardino,1 - 4 years,Divorced,0,2,1,urban
2014,San Bernardino,1 - 4 years,Never Married,34,2,3,urban
2014,San Bernardino,1 - 4 years,Married (including SRDP),0,2,2,urban
2014,San Bernardino,1 - 4 years,Unknown,0,2,4,urban
2014,San Bernardino,1 - 4 years,Widowed,0,2,5,urban
2014,San Bernardino,5 - 9 years,Widowed,0,3,5,urban
2014,San Bernardino,5 - 9 years,Never Married,25,3,3,urban
2014,San Bernardino,5 - 9 years,Unknown,0,3,4,urban
2014,San Bernardino,5 - 9 years,Married (including SRDP),0,3,2,urban
2014,San Bernardino,5 - 9 years,Divorced,0,3,1,urban
2014,San Bernardino,10 - 14 years,Never Married,20,4,3,urban
2014,San Bernardino,10 - 14 years,Widowed,0,4,5,urban
2014,San Bernardino,10 - 14 years,Unknown,0,4,4,urban
2014,San Bernardino,10 - 14 years,Married (including SRDP),0,4,2,urban
2014,San Bernardino,10 - 14 years,Divorced,0,4,1,urban
2014,San Bernardino,15 - 19 years,Unknown,0,5,4,urban
2014,San Bernardino,15 - 19 years,Widowed,0,5,5,urban
2014,San Bernardino,15 - 19 years,Divorced,0,5,1,urban
2014,San Bernardino,15 - 19 years,Married (including SRDP),0,5,2,urban
2014,San Bernardino,15 - 19 years,Never Married,63,5,3,urban
2014,San Bernardino,20 - 24 years,Never Married,123,6,3,urban
2014,San Bernardino,20 - 24 years,Divorced,6,6,1,urban
2014,San Bernardino,20 - 24 years,Widowed,6,6,5,urban
2014,San Bernardino,20 - 24 years,Unknown,0,6,4,urban
2014,San Bernardino,20 - 24 years,Married (including SRDP),6,6,2,urban
2014,San Bernardino,25 - 29 years,Unknown,0,7,4,urban
2014,San Bernardino,25 - 29 years,Divorced,6,7,1,urban
2014,San Bernardino,25 - 29 years,Married (including SRDP),30,7,2,urban
2014,San Bernardino,25 - 29 years,Never Married,113,7,3,urban
2014,San Bernardino,25 - 29 years,Widowed,0,7,5,urban
2014,San Bernardino,30 - 34 years,Divorced,15,8,1,urban
2014,San Bernardino,30 - 34 years,Unknown,6,8,4,urban
2014,San Bernardino,30 - 34 years,Never Married,97,8,3,urban
2014,San Bernardino,30 - 34 years,Widowed,6,8,5,urban
2014,San Bernardino,30 - 34 years,Married (including SRDP),41,8,2,urban
2014,San Bernardino,35 - 39 years,Married (including SRDP),77,9,2,urban
2014,San Bernardino,35 - 39 years,Never Married,81,9,3,urban
2014,San Bernardino,35 - 39 years,Unknown,6,9,4,urban
2014,San Bernardino,35 - 39 years,Divorced,34,9,1,urban
2014,San Bernardino,35 - 39 years,Widowed,6,9,5,urban
2014,San Bernardino,40 - 44 years,Divorced,46,10,1,urban
2014,San Bernardino,40 - 44 years,Unknown,6,10,4,urban
2014,San Bernardino,40 - 44 years,Married (including SRDP),123,10,2,urban
2014,San Bernardino,40 - 44 years,Never Married,80,10,3,urban
2014,San Bernardino,40 - 44 years,Widowed,6,10,5,urban
2014,San Bernardino,45 - 49 years,Unknown,6,11,4,urban
2014,San Bernardino,45 - 49 years,Married (including SRDP),163,11,2,urban
2014,San Bernardino,45 - 49 years,Never Married,131,11,3,urban
2014,San Bernardino,45 - 49 years,Widowed,11,11,5,urban
2014,San Bernardino,45 - 49 years,Divorced,79,11,1,urban
2014,San Bernardino,50 - 54 years,Widowed,14,12,5,urban
2014,San Bernardino,50 - 54 years,Never Married,183,12,3,urban
2014,San Bernardino,50 - 54 years,Unknown,16,12,4,urban
2014,San Bernardino,50 - 54 years,Married (including SRDP),277,12,2,urban
2014,San Bernardino,50 - 54 years,Divorced,202,12,1,urban
2014,San Bernardino,55 - 59 years,Divorced,274,13,1,urban
2014,San Bernardino,55 - 59 years,Widowed,64,13,5,urban
2014,San Bernardino,55 - 59 years,Married (including SRDP),410,13,2,urban
2014,San Bernardino,55 - 59 years,Unknown,20,13,4,urban
2014,San Bernardino,55 - 59 years,Never Married,186,13,3,urban
2014,San Bernardino,60 - 64 years,Widowed,107,14,5,urban
2014,San Bernardino,60 - 64 years,Never Married,164,14,3,urban
2014,San Bernardino,60 - 64 years,Unknown,25,14,4,urban
2014,San Bernardino,60 - 64 years,Married (including SRDP),523,14,2,urban
2014,San Bernardino,60 - 64 years,Divorced,318,14,1,urban
2014,San Bernardino,65 - 69 years,Married (including SRDP),602,15,2,urban
2014,San Bernardino,65 - 69 years,Divorced,323,15,1,urban
2014,San Bernardino,65 - 69 years,Unknown,23,15,4,urban
2014,San Bernardino,65 - 69 years,Never Married,124,15,3,urban
2014,San Bernardino,65 - 69 years,Widowed,183,15,5,urban
2014,San Bernardino,70 - 74 years,Never Married,77,16,3,urban
2014,San Bernardino,70 - 74 years,Unknown,18,16,4,urban
2014,San Bernardino,70 - 74 years,Divorced,255,16,1,urban
2014,San Bernardino,70 - 74 years,Married (including SRDP),619,16,2,urban
2014,San Bernardino,70 - 74 years,Widowed,265,16,5,urban
2014,San Bernardino,75 - 79 years,Widowed,427,17,5,urban
2014,San Bernardino,75 - 79 years,Married (including SRDP),586,17,2,urban
2014,San Bernardino,75 - 79 years,Unknown,16,17,4,urban
2014,San Bernardino,75 - 79 years,Divorced,246,17,1,urban
2014,San Bernardino,75 - 79 years,Never Married,72,17,3,urban
2014,San Bernardino,80 - 84 years,Never Married,57,18,3,urban
2014,San Bernardino,80 - 84 years,Widowed,676,18,5,urban
2014,San Bernardino,80 - 84 years,Unknown,6,18,4,urban
2014,San Bernardino,80 - 84 years,Divorced,185,18,1,urban
2014,San Bernardino,80 - 84 years,Married (including SRDP),630,18,2,urban
2014,San Bernardino,85 - 89 years,Married (including SRDP),467,19,2,urban
2014,San Bernardino,85 - 89 years,Never Married,55,19,3,urban
2014,San Bernardino,85 - 89 years,Divorced,155,19,1,urban
2014,San Bernardino,85 - 89 years,Unknown,6,19,4,urban
2014,San Bernardino,85 - 89 years,Widowed,882,19,5,urban
2014,San Bernardino,90 - 94 years,Unknown,6,20,4,urban
2014,San Bernardino,90 - 94 years,Widowed,754,20,5,urban
2014,San Bernardino,90 - 94 years,Never Married,25,20,3,urban
2014,San Bernardino,90 - 94 years,Married (including SRDP),219,20,2,urban
2014,San Bernardino,90 - 94 years,Divorced,93,20,1,urban
2014,San Bernardino,95 - 99 years,Unknown,0,21,4,urban
2014,San Bernardino,95 - 99 years,Divorced,21,21,1,urban
2014,San Bernardino,95 - 99 years,Married (including SRDP),46,21,2,urban
2014,San Bernardino,95 - 99 years,Never Married,6,21,3,urban
2014,San Bernardino,95 - 99 years,Widowed,337,21,5,urban
2014,San Bernardino,100 years and over,Widowed,70,22,5,urban
2014,San Bernardino,100 years and over,Never Married,6,22,3,urban
2014,San Bernardino,100 years and over,Married (including SRDP),6,22,2,urban
2014,San Bernardino,100 years and over,Unknown,6,22,4,urban
2014,San Bernardino,100 years and over,Divorced,6,22,1,urban
2014,San Diego,Less than 1 year,Married (including SRDP),0,1,2,urban
2014,San Diego,Less than 1 year,Widowed,0,1,5,urban
2014,San Diego,Less than 1 year,Never Married,169,1,3,urban
2014,San Diego,Less than 1 year,Unknown,0,1,4,urban
2014,San Diego,Less than 1 year,Divorced,0,1,1,urban
2014,San Diego,1 - 4 years,Never Married,27,2,3,urban
2014,San Diego,1 - 4 years,Widowed,0,2,5,urban
2014,San Diego,1 - 4 years,Married (including SRDP),0,2,2,urban
2014,San Diego,1 - 4 years,Unknown,0,2,4,urban
2014,San Diego,1 - 4 years,Divorced,0,2,1,urban
2014,San Diego,5 - 9 years,Widowed,0,3,5,urban
2014,San Diego,5 - 9 years,Unknown,0,3,4,urban
2014,San Diego,5 - 9 years,Divorced,0,3,1,urban
2014,San Diego,5 - 9 years,Never Married,18,3,3,urban
2014,San Diego,5 - 9 years,Married (including SRDP),0,3,2,urban
2014,San Diego,10 - 14 years,Married (including SRDP),0,4,2,urban
2014,San Diego,10 - 14 years,Widowed,0,4,5,urban
2014,San Diego,10 - 14 years,Never Married,12,4,3,urban
2014,San Diego,10 - 14 years,Unknown,0,4,4,urban
2014,San Diego,10 - 14 years,Divorced,0,4,1,urban
2014,San Diego,15 - 19 years,Unknown,0,5,4,urban
2014,San Diego,15 - 19 years,Widowed,0,5,5,urban
2014,San Diego,15 - 19 years,Divorced,0,5,1,urban
2014,San Diego,15 - 19 years,Married (including SRDP),0,5,2,urban
2014,San Diego,15 - 19 years,Never Married,46,5,3,urban
2014,San Diego,20 - 24 years,Widowed,0,6,5,urban
2014,San Diego,20 - 24 years,Unknown,0,6,4,urban
2014,San Diego,20 - 24 years,Divorced,6,6,1,urban
2014,San Diego,20 - 24 years,Never Married,137,6,3,urban
2014,San Diego,20 - 24 years,Married (including SRDP),6,6,2,urban
2014,San Diego,25 - 29 years,Never Married,135,7,3,urban
2014,San Diego,25 - 29 years,Unknown,0,7,4,urban
2014,San Diego,25 - 29 years,Married (including SRDP),32,7,2,urban
2014,San Diego,25 - 29 years,Widowed,0,7,5,urban
2014,San Diego,25 - 29 years,Divorced,6,7,1,urban
2014,San Diego,30 - 34 years,Widowed,6,8,5,urban
2014,San Diego,30 - 34 years,Married (including SRDP),41,8,2,urban
2014,San Diego,30 - 34 years,Unknown,0,8,4,urban
2014,San Diego,30 - 34 years,Divorced,12,8,1,urban
2014,San Diego,30 - 34 years,Never Married,112,8,3,urban
2014,San Diego,35 - 39 years,Married (including SRDP),70,9,2,urban
2014,San Diego,35 - 39 years,Widowed,6,9,5,urban
2014,San Diego,35 - 39 years,Divorced,22,9,1,urban
2014,San Diego,35 - 39 years,Unknown,0,9,4,urban
2014,San Diego,35 - 39 years,Never Married,103,9,3,urban
2014,San Diego,40 - 44 years,Never Married,110,10,3,urban
2014,San Diego,40 - 44 years,Married (including SRDP),122,10,2,urban
2014,San Diego,40 - 44 years,Widowed,6,10,5,urban
2014,San Diego,40 - 44 years,Divorced,56,10,1,urban
2014,San Diego,40 - 44 years,Unknown,6,10,4,urban
2014,San Diego,45 - 49 years,Widowed,11,11,5,urban
2014,San Diego,45 - 49 years,Never Married,159,11,3,urban
2014,San Diego,45 - 49 years,Married (including SRDP),186,11,2,urban
2014,San Diego,45 - 49 years,Unknown,13,11,4,urban
2014,San Diego,45 - 49 years,Divorced,109,11,1,urban
2014,San Diego,50 - 54 years,Widowed,34,12,5,urban
2014,San Diego,50 - 54 years,Divorced,221,12,1,urban
2014,San Diego,50 - 54 years,Married (including SRDP),302,12,2,urban
2014,San Diego,50 - 54 years,Unknown,19,12,4,urban
2014,San Diego,50 - 54 years,Never Married,206,12,3,urban
2014,San Diego,55 - 59 years,Unknown,32,13,4,urban
2014,San Diego,55 - 59 years,Widowed,57,13,5,urban
2014,San Diego,55 - 59 years,Divorced,286,13,1,urban
2014,San Diego,55 - 59 years,Never Married,264,13,3,urban
2014,San Diego,55 - 59 years,Married (including SRDP),450,13,2,urban
2014,San Diego,60 - 64 years,Divorced,366,14,1,urban
2014,San Diego,60 - 64 years,Married (including SRDP),568,14,2,urban
2014,San Diego,60 - 64 years,Never Married,240,14,3,urban
2014,San Diego,60 - 64 years,Widowed,98,14,5,urban
2014,San Diego,60 - 64 years,Unknown,43,14,4,urban
2014,San Diego,65 - 69 years,Widowed,148,15,5,urban
2014,San Diego,65 - 69 years,Married (including SRDP),713,15,2,urban
2014,San Diego,65 - 69 years,Unknown,31,15,4,urban
2014,San Diego,65 - 69 years,Divorced,388,15,1,urban
2014,San Diego,65 - 69 years,Never Married,197,15,3,urban
2014,San Diego,70 - 74 years,Widowed,254,16,5,urban
2014,San Diego,70 - 74 years,Unknown,37,16,4,urban
2014,San Diego,70 - 74 years,Married (including SRDP),789,16,2,urban
2014,San Diego,70 - 74 years,Never Married,126,16,3,urban
2014,San Diego,70 - 74 years,Divorced,400,16,1,urban
2014,San Diego,75 - 79 years,Married (including SRDP),950,17,2,urban
2014,San Diego,75 - 79 years,Widowed,516,17,5,urban
2014,San Diego,75 - 79 years,Unknown,32,17,4,urban
2014,San Diego,75 - 79 years,Never Married,127,17,3,urban
2014,San Diego,75 - 79 years,Divorced,352,17,1,urban
2014,San Diego,80 - 84 years,Divorced,407,18,1,urban
2014,San Diego,80 - 84 years,Unknown,21,18,4,urban
2014,San Diego,80 - 84 years,Married (including SRDP),1128,18,2,urban
2014,San Diego,80 - 84 years,Widowed,1008,18,5,urban
2014,San Diego,80 - 84 years,Never Married,99,18,3,urban
2014,San Diego,85 - 89 years,Married (including SRDP),1133,19,2,urban
2014,San Diego,85 - 89 years,Never Married,96,19,3,urban
2014,San Diego,85 - 89 years,Divorced,317,19,1,urban
2014,San Diego,85 - 89 years,Widowed,1586,19,5,urban
2014,San Diego,85 - 89 years,Unknown,23,19,4,urban
2014,San Diego,90 - 94 years,Unknown,6,20,4,urban
2014,San Diego,90 - 94 years,Married (including SRDP),654,20,2,urban
2014,San Diego,90 - 94 years,Divorced,195,20,1,urban
2014,San Diego,90 - 94 years,Widowed,1903,20,5,urban
2014,San Diego,90 - 94 years,Never Married,61,20,3,urban
2014,San Diego,95 - 99 years,Married (including SRDP),162,21,2,urban
2014,San Diego,95 - 99 years,Divorced,61,21,1,urban
2014,San Diego,95 - 99 years,Unknown,6,21,4,urban
2014,San Diego,95 - 99 years,Never Married,33,21,3,urban
2014,San Diego,95 - 99 years,Widowed,862,21,5,urban
2014,San Diego,100 years and over,Never Married,6,22,3,urban
2014,San Diego,100 years and over,Married (including SRDP),14,22,2,urban
2014,San Diego,100 years and over,Unknown,0,22,4,urban
2014,San Diego,100 years and over,Widowed,196,22,5,urban
2014,San Diego,100 years and over,Divorced,19,22,1,urban
2014,San Francisco,Less than 1 year,Married (including SRDP),0,1,2,urban
2014,San Francisco,Less than 1 year,Never Married,23,1,3,urban
2014,San Francisco,Less than 1 year,Widowed,0,1,5,urban
2014,San Francisco,Less than 1 year,Divorced,0,1,1,urban
2014,San Francisco,Less than 1 year,Unknown,0,1,4,urban
2014,San Francisco,1 - 4 years,Married (including SRDP),0,2,2,urban
2014,San Francisco,1 - 4 years,Widowed,0,2,5,urban
2014,San Francisco,1 - 4 years,Unknown,0,2,4,urban
2014,San Francisco,1 - 4 years,Never Married,6,2,3,urban
2014,San Francisco,1 - 4 years,Divorced,0,2,1,urban
2014,San Francisco,5 - 9 years,Widowed,0,3,5,urban
2014,San Francisco,5 - 9 years,Married (including SRDP),0,3,2,urban
2014,San Francisco,5 - 9 years,Divorced,0,3,1,urban
2014,San Francisco,5 - 9 years,Never Married,6,3,3,urban
2014,San Francisco,5 - 9 years,Unknown,0,3,4,urban
2014,San Francisco,10 - 14 years,Divorced,0,4,1,urban
2014,San Francisco,10 - 14 years,Married (including SRDP),0,4,2,urban
2014,San Francisco,10 - 14 years,Unknown,0,4,4,urban
2014,San Francisco,10 - 14 years,Never Married,6,4,3,urban
2014,San Francisco,10 - 14 years,Widowed,0,4,5,urban
2014,San Francisco,15 - 19 years,Never Married,6,5,3,urban
2014,San Francisco,15 - 19 years,Married (including SRDP),0,5,2,urban
2014,San Francisco,15 - 19 years,Divorced,0,5,1,urban
2014,San Francisco,15 - 19 years,Widowed,0,5,5,urban
2014,San Francisco,15 - 19 years,Unknown,0,5,4,urban
2014,San Francisco,20 - 24 years,Married (including SRDP),6,6,2,urban
2014,San Francisco,20 - 24 years,Divorced,0,6,1,urban
2014,San Francisco,20 - 24 years,Never Married,29,6,3,urban
2014,San Francisco,20 - 24 years,Widowed,0,6,5,urban
2014,San Francisco,20 - 24 years,Unknown,0,6,4,urban
2014,San Francisco,25 - 29 years,Divorced,6,7,1,urban
2014,San Francisco,25 - 29 years,Married (including SRDP),6,7,2,urban
2014,San Francisco,25 - 29 years,Unknown,6,7,4,urban
2014,San Francisco,25 - 29 years,Never Married,27,7,3,urban
2014,San Francisco,25 - 29 years,Widowed,0,7,5,urban
2014,San Francisco,30 - 34 years,Widowed,0,8,5,urban
2014,San Francisco,30 - 34 years,Married (including SRDP),6,8,2,urban
2014,San Francisco,30 - 34 years,Never Married,36,8,3,urban
2014,San Francisco,30 - 34 years,Divorced,6,8,1,urban
2014,San Francisco,30 - 34 years,Unknown,6,8,4,urban
2014,San Francisco,35 - 39 years,Widowed,0,9,5,urban
2014,San Francisco,35 - 39 years,Never Married,29,9,3,urban
2014,San Francisco,35 - 39 years,Divorced,6,9,1,urban
2014,San Francisco,35 - 39 years,Unknown,6,9,4,urban
2014,San Francisco,35 - 39 years,Married (including SRDP),13,9,2,urban
2014,San Francisco,40 - 44 years,Married (including SRDP),27,10,2,urban
2014,San Francisco,40 - 44 years,Widowed,0,10,5,urban
2014,San Francisco,40 - 44 years,Never Married,49,10,3,urban
2014,San Francisco,40 - 44 years,Divorced,15,10,1,urban
2014,San Francisco,40 - 44 years,Unknown,6,10,4,urban
2014,San Francisco,45 - 49 years,Divorced,21,11,1,urban
2014,San Francisco,45 - 49 years,Widowed,6,11,5,urban
2014,San Francisco,45 - 49 years,Married (including SRDP),37,11,2,urban
2014,San Francisco,45 - 49 years,Unknown,6,11,4,urban
2014,San Francisco,45 - 49 years,Never Married,80,11,3,urban
